college_id,college_name,location,ranking,type,specializations_offered,average_cutoff_gre,average_cutoff_gate,average_cutoff_gmat,average_cutoff_sat,average_cutoff_toefl,average_cutoff_ielts,average_cutoff_gpa,tuition_fee_per_year,financial_aid_offered,application_deadline,program_duration,acceptance_rate,faculty_count,student_to_faculty_ratio,research_output,alumni_network_strength,campus_facilities,international_student_support,internship_opportunities,placement_rate,average_starting_salary,research_funding,industry_connections,accreditation,extracurricular_opportunities,housing_availability,preferred_countries,notable_alumni,program_language
95,College_95,"Sydney, Australia",182,Public,Cyber Security,314,79,719,1518,105,8.5,2.93,59265,No,"December 30, 2024",4 years,72,101,13:1,High,Medium,"Libraries, Sports fields",No,No,91,56644,$66M annually,No,ABET,"Sports, Music",No,Japan,Alumni_57,English
96,College_96,"Tokyo, Japan",298,Public,Artificial Intelligence,320,66,643,1226,89,7.4,3.38,24648,Yes,"December 14, 2024",3 years,26,412,11:1,Low,Weak,"Labs, Libraries, Sports facilities",Yes,No,71,125875,$34M annually,Yes,None,"Sports, Clubs, Hackathons",No,Japan,Alumni_96,English
97,College_97,"London, UK",9,Public,Cyber Security,308,69,756,1569,117,8.0,3.01,57699,Yes,"December 7, 2024",1 years,35,81,12:1,Medium,Strong,"Dorms, Labs",Yes,Yes,57,139010,$12M annually,No,ABET,"Sports, Clubs, Hackathons",No,Germany,Alumni_33,French
98,College_98,"Tokyo, Japan",70,Private,Robotics,311,54,665,1452,85,8.2,3.48,11129,Yes,"December 11, 2024",4 years,29,345,11:1,High,Weak,"Recreational Centers, Labs",Yes,No,72,105823,$54M annually,No,None,"Sports, Music",No,India,Alumni_48,Japanese
99,College_99,"Sydney, Australia",20,Private,Machine Learning,291,93,620,1283,103,8.4,3.77,23609,No,"December 15, 2024",4 years,58,169,17:1,Low,Medium,"Labs, Libraries, Sports facilities",Yes,Yes,73,125611,$70M annually,No,None,"Clubs, Music",No,Germany,Alumni_39,English
100,College_100,"California, USA",69,Private,Data Science,291,57,615,1255,84,6.4,3.6,33386,No,"December 9, 2024",1 years,49,375,10:1,Low,Strong,"Libraries, Sports fields",No,Yes,79,137396,$16M annually,No,ABET,"Sports, Clubs, Hackathons",Yes,Germany,Alumni_86,French
101,College_101,"Sydney, Australia",185,Private,Artificial Intelligence,304,63,686,1535,88,6.4,3.3,37262,No,"December 25, 2024",4 years,61,51,11:1,Medium,Medium,"Dorms, Labs",No,Yes,99,74829,$91M annually,No,ABET,"Sports, Clubs, Hackathons",No,Japan,Alumni_80,Japanese
102,College_102,"Sydney, Australia",4,Public,Data Science,316,86,716,1451,84,8.6,2.53,45308,No,"December 19, 2024",4 years,43,280,6:1,Low,Medium,"Labs, Libraries, Sports facilities",No,No,51,97557,$78M annually,Yes,None,"Sports, Clubs, Hackathons",Yes,USA,Alumni_50,French
103,College_103,"Mumbai, India",105,Public,Cyber Security,314,72,615,1323,104,8.3,3.34,34339,Yes,"December 13, 2024",1 years,14,141,16:1,Medium,Weak,"Libraries, Sports fields",Yes,No,74,136654,$61M annually,Yes,None,"Clubs, Music",Yes,India,Alumni_27,French
104,College_104,"Mumbai, India",269,Public,Machine Learning,333,69,600,1382,108,9.0,3.07,22823,No,"December 2, 2024",2 years,47,417,11:1,High,Strong,"Dorms, Labs",Yes,No,80,144511,$97M annually,Yes,None,"Clubs, Music",Yes,Australia,Alumni_2,French
105,College_105,"London, UK",215,Private,Artificial Intelligence,326,90,654,1361,102,7.5,3.06,24673,Yes,"December 30, 2024",2 years,86,312,20:1,Low,Strong,"Labs, Libraries, Sports facilities",Yes,Yes,76,95090,$74M annually,No,ABET,"Clubs, Music",No,India,Alumni_93,Hindi
106,College_106,"California, USA",242,Private,Data Science,313,68,799,1259,84,6.6,3.52,18600,No,"December 24, 2024",3 years,56,158,17:1,Medium,Medium,"Recreational Centers, Labs",Yes,No,87,111099,$48M annually,No,None,"Sports, Music",Yes,USA,Alumni_80,Mandarin
107,College_107,"Berlin, Germany",155,Public,Machine Learning,309,87,702,1402,97,6.2,3.44,47085,No,"December 23, 2024",2 years,17,322,13:1,High,Strong,"Libraries, Sports fields",Yes,Yes,93,62186,$82M annually,No,ABET,"Sports, Music",Yes,Japan,Alumni_27,German
108,College_108,"California, USA",199,Private,Cyber Security,313,57,786,1377,82,6.4,3.47,14828,No,"December 14, 2024",2 years,89,403,18:1,Medium,Weak,"Labs, Libraries, Sports facilities",No,Yes,60,67324,$95M annually,No,ABET,"Sports, Clubs, Hackathons",Yes,UK,Alumni_7,English
109,College_109,"Sydney, Australia",13,Public,Cyber Security,305,64,737,1411,95,8.0,3.99,33514,Yes,"December 13, 2024",4 years,20,400,7:1,Low,Medium,"Libraries, Sports fields",Yes,Yes,53,93876,$72M annually,Yes,None,"Sports, Clubs, Hackathons",Yes,Japan,Alumni_81,Japanese
110,College_110,"Berlin, Germany",141,Private,Data Science,304,86,721,1490,86,7.7,2.92,19348,No,"December 14, 2024",2 years,80,254,13:1,High,Medium,"Libraries, Sports fields",No,Yes,63,116492,$75M annually,Yes,None,"Sports, Music",Yes,Australia,Alumni_37,German
111,College_111,"Sydney, Australia",294,Private,Artificial Intelligence,295,59,790,1513,80,8.7,3.38,40382,Yes,"December 29, 2024",4 years,59,273,19:1,Medium,Strong,"Recreational Centers, Labs",Yes,Yes,68,110716,$100M annually,Yes,None,"Clubs, Music",Yes,UK,Alumni_20,French
112,College_112,"Sydney, Australia",97,Public,Data Science,292,58,697,1272,85,7.4,3.96,17699,No,"December 22, 2024",2 years,37,368,15:1,High,Weak,"Labs, Libraries, Sports facilities",Yes,No,83,97902,$57M annually,Yes,None,"Sports, Clubs, Hackathons",Yes,USA,Alumni_63,Mandarin
113,College_113,"London, UK",257,Public,Artificial Intelligence,338,70,643,1242,106,8.1,2.95,45346,No,"December 18, 2024",3 years,59,262,12:1,Low,Medium,"Dorms, Labs",No,Yes,77,59046,$38M annually,Yes,ABET,"Sports, Music",No,India,Alumni_44,Hindi
114,College_114,"London, UK",208,Private,Machine Learning,327,95,732,1294,95,6.4,3.1,54986,No,"December 29, 2024",2 years,49,66,10:1,Low,Weak,"Recreational Centers, Labs",No,Yes,82,89955,$24M annually,No,ABET,"Sports, Clubs, Hackathons",No,UK,Alumni_96,Japanese
115,College_115,"Tokyo, Japan",270,Public,Robotics,304,53,673,1221,117,7.3,3.72,40451,Yes,"December 26, 2024",1 years,79,308,8:1,Medium,Strong,"Labs, Libraries, Sports facilities",Yes,Yes,65,144296,$36M annually,No,None,"Sports, Clubs, Hackathons",Yes,Japan,Alumni_78,Japanese
116,College_116,"Mumbai, India",128,Private,Robotics,317,75,716,1230,116,8.6,3.29,22297,Yes,"December 19, 2024",1 years,13,354,6:1,High,Weak,"Labs, Libraries, Sports facilities",No,Yes,79,97027,$24M annually,No,ABET,"Clubs, Music",No,Japan,Alumni_42,French
117,College_117,"London, UK",225,Private,Data Science,327,91,762,1419,90,7.8,3.58,55712,Yes,"December 26, 2024",4 years,20,453,11:1,High,Medium,"Recreational Centers, Labs",No,No,57,59789,$44M annually,No,None,"Clubs, Music",No,UK,Alumni_11,Hindi
118,College_118,"Sydney, Australia",62,Private,Artificial Intelligence,306,67,743,1283,88,7.9,2.53,26191,Yes,"December 1, 2024",4 years,85,278,10:1,High,Strong,"Recreational Centers, Labs",No,Yes,56,82929,$98M annually,No,None,"Sports, Clubs, Hackathons",Yes,Japan,Alumni_30,English
119,College_119,"California, USA",178,Public,Cyber Security,316,85,682,1222,103,8.4,3.07,22824,Yes,"December 17, 2024",3 years,25,493,20:1,High,Weak,"Labs, Libraries, Sports facilities",No,Yes,60,123710,$78M annually,Yes,ABET,"Clubs, Music",Yes,India,Alumni_77,German
120,College_120,"Berlin, Germany",38,Private,Data Science,333,55,630,1522,112,8.9,3.43,49939,Yes,"December 15, 2024",2 years,22,117,18:1,High,Strong,"Recreational Centers, Labs",Yes,Yes,71,114194,$97M annually,Yes,ABET,"Sports, Music",No,USA,Alumni_36,Hindi
121,College_121,"Berlin, Germany",149,Public,Machine Learning,330,80,789,1404,109,7.6,3.52,27888,Yes,"December 3, 2024",4 years,47,465,19:1,Medium,Strong,"Recreational Centers, Labs",No,Yes,76,60143,$98M annually,Yes,None,"Sports, Clubs, Hackathons",Yes,Germany,Alumni_38,French
122,College_122,"Tokyo, Japan",24,Public,Robotics,308,71,696,1400,95,7.2,3.28,14611,No,"December 21, 2024",4 years,83,135,14:1,Medium,Weak,"Libraries, Sports fields",Yes,No,99,143079,$81M annually,No,None,"Sports, Clubs, Hackathons",No,UK,Alumni_71,French
123,College_123,"Berlin, Germany",56,Public,Machine Learning,331,76,795,1567,104,7.9,3.82,20144,Yes,"December 5, 2024",2 years,41,419,5:1,Medium,Strong,"Libraries, Sports fields",No,Yes,91,87286,$13M annually,Yes,ABET,"Sports, Music",Yes,UK,Alumni_18,Japanese
124,College_124,"California, USA",110,Public,Data Science,324,81,772,1317,117,8.5,2.55,46433,Yes,"December 29, 2024",4 years,16,306,16:1,Low,Weak,"Libraries, Sports fields",Yes,No,61,126401,$44M annually,No,ABET,"Sports, Clubs, Hackathons",Yes,Japan,Alumni_86,Hindi
125,College_125,"Sydney, Australia",195,Private,Robotics,330,94,623,1292,84,7.5,3.1,14595,Yes,"December 1, 2024",3 years,36,54,13:1,High,Strong,"Recreational Centers, Labs",No,No,70,66933,$74M annually,Yes,None,"Sports, Music",Yes,USA,Alumni_30,English
126,College_126,"Tokyo, Japan",234,Private,Robotics,292,87,690,1472,98,7.1,3.56,16101,Yes,"December 26, 2024",4 years,84,199,13:1,Low,Strong,"Labs, Libraries, Sports facilities",No,Yes,50,131450,$67M annually,No,ABET,"Clubs, Music",Yes,Japan,Alumni_67,German
127,College_127,"Berlin, Germany",11,Public,Robotics,304,78,669,1508,103,8.2,2.74,30978,No,"December 8, 2024",4 years,32,458,19:1,Low,Medium,"Dorms, Labs",No,Yes,54,60327,$15M annually,Yes,None,"Clubs, Music",No,Japan,Alumni_16,Japanese
128,College_128,"Mumbai, India",51,Private,Artificial Intelligence,339,68,611,1417,108,7.5,2.84,13689,Yes,"December 23, 2024",1 years,18,238,5:1,Medium,Medium,"Labs, Libraries, Sports facilities",No,Yes,70,54817,$30M annually,Yes,ABET,"Clubs, Music",No,USA,Alumni_61,French
129,College_129,"Tokyo, Japan",185,Private,Mechanical Design,328,97,672,1546,117,7.0,3.94,19221,Yes,"December 30, 2024",1 years,47,172,7:1,Low,Medium,"Libraries, Sports fields",Yes,Yes,85,117713,$45M annually,No,None,"Sports, Music",No,Australia,Alumni_42,English
130,College_130,"Tokyo, Japan",237,Public,Cyber Security,312,57,754,1403,89,8.6,2.86,59630,No,"December 6, 2024",4 years,39,275,20:1,Low,Medium,"Dorms, Labs",No,No,64,100107,$100M annually,No,ABET,"Sports, Music",No,USA,Alumni_60,French
131,College_131,"Tokyo, Japan",127,Public,Robotics,291,91,619,1355,103,8.6,2.67,28855,No,"December 11, 2024",2 years,65,357,16:1,Medium,Strong,"Labs, Libraries, Sports facilities",Yes,Yes,74,122185,$57M annually,No,None,"Sports, Clubs, Hackathons",No,India,Alumni_100,German
132,College_132,"London, UK",116,Private,Data Science,322,80,785,1277,116,6.3,2.91,50931,Yes,"December 4, 2024",4 years,45,337,14:1,Low,Strong,"Labs, Libraries, Sports facilities",Yes,No,66,126664,$68M annually,Yes,None,"Clubs, Music",Yes,India,Alumni_63,English
133,College_133,"London, UK",188,Private,Cyber Security,335,87,737,1348,116,6.9,2.87,40417,No,"December 24, 2024",4 years,51,270,8:1,High,Strong,"Labs, Libraries, Sports facilities",Yes,No,91,64237,$14M annually,No,None,"Clubs, Music",Yes,Germany,Alumni_84,Japanese
134,College_134,"Mumbai, India",24,Public,Data Science,304,84,636,1447,87,6.9,3.0,27902,Yes,"December 8, 2024",3 years,53,141,14:1,High,Medium,"Recreational Centers, Labs",Yes,Yes,58,143884,$47M annually,Yes,ABET,"Sports, Music",Yes,UK,Alumni_69,French
135,College_135,"London, UK",135,Public,Machine Learning,301,67,634,1270,100,6.4,3.21,22671,Yes,"December 28, 2024",4 years,76,165,8:1,High,Strong,"Libraries, Sports fields",No,No,96,81513,$43M annually,No,None,"Sports, Clubs, Hackathons",Yes,Japan,Alumni_88,Mandarin
136,College_136,"Mumbai, India",231,Private,Cyber Security,317,51,701,1493,100,7.2,3.83,24960,No,"December 14, 2024",2 years,25,386,17:1,Low,Weak,"Libraries, Sports fields",No,No,73,120400,$55M annually,No,None,"Sports, Music",No,Australia,Alumni_22,German
137,College_137,"Sydney, Australia",196,Private,Cyber Security,325,71,666,1534,80,6.6,2.98,58858,No,"December 1, 2024",2 years,47,455,16:1,Low,Medium,"Recreational Centers, Labs",No,Yes,61,80371,$31M annually,No,ABET,"Clubs, Music",Yes,Australia,Alumni_88,French
138,College_138,"California, USA",237,Private,Machine Learning,331,91,620,1357,111,6.6,2.69,34219,Yes,"December 24, 2024",2 years,24,207,19:1,Medium,Weak,"Dorms, Labs",Yes,No,55,125895,$61M annually,No,None,"Sports, Clubs, Hackathons",No,Germany,Alumni_5,Mandarin
139,College_139,"London, UK",245,Private,Mechanical Design,334,69,683,1575,97,6.9,2.8,35011,No,"December 1, 2024",3 years,44,269,15:1,Low,Medium,"Dorms, Labs",No,Yes,63,143644,$34M annually,No,ABET,"Sports, Music",No,Australia,Alumni_41,Japanese
140,College_140,"Tokyo, Japan",218,Private,Cyber Security,291,100,708,1536,111,8.6,2.8,34872,Yes,"December 21, 2024",2 years,88,247,17:1,Medium,Medium,"Labs, Libraries, Sports facilities",Yes,No,99,57638,$48M annually,Yes,None,"Clubs, Music",Yes,USA,Alumni_28,English
141,College_141,"Sydney, Australia",123,Public,Artificial Intelligence,307,66,683,1242,120,7.4,2.65,40478,No,"December 3, 2024",4 years,34,230,14:1,Low,Medium,"Recreational Centers, Labs",Yes,Yes,71,104074,$77M annually,Yes,None,"Clubs, Music",Yes,Germany,Alumni_18,Mandarin
142,College_142,"London, UK",184,Public,Robotics,333,58,639,1469,111,8.1,3.66,16592,Yes,"December 22, 2024",2 years,40,370,11:1,High,Weak,"Dorms, Labs",Yes,No,97,56673,$96M annually,Yes,None,"Sports, Music",Yes,India,Alumni_54,French
143,College_143,"Mumbai, India",232,Public,Robotics,340,50,606,1254,89,8.7,2.6,49346,No,"December 6, 2024",2 years,54,70,7:1,High,Strong,"Dorms, Labs",No,Yes,51,99468,$14M annually,Yes,ABET,"Sports, Clubs, Hackathons",Yes,Australia,Alumni_98,Hindi
144,College_144,"London, UK",166,Private,Cyber Security,318,92,789,1285,81,7.6,2.76,14987,Yes,"December 18, 2024",2 years,32,474,15:1,Medium,Strong,"Recreational Centers, Labs",No,Yes,70,74404,$19M annually,No,None,"Sports, Clubs, Hackathons",Yes,USA,Alumni_54,Japanese
145,College_145,"Mumbai, India",95,Private,Data Science,309,79,623,1400,119,7.4,2.78,12615,No,"December 22, 2024",1 years,63,190,10:1,Low,Strong,"Labs, Libraries, Sports facilities",No,Yes,82,130907,$69M annually,No,None,"Sports, Music",Yes,India,Alumni_42,Japanese
146,College_146,"Mumbai, India",87,Public,Data Science,308,66,602,1316,87,6.8,3.9,50007,Yes,"December 12, 2024",3 years,30,342,14:1,Medium,Strong,"Libraries, Sports fields",Yes,Yes,60,70660,$59M annually,No,ABET,"Clubs, Music",No,USA,Alumni_1,Japanese
147,College_147,"Mumbai, India",92,Public,Cyber Security,307,93,732,1322,99,7.4,2.96,33832,No,"December 21, 2024",2 years,34,62,5:1,Medium,Medium,"Labs, Libraries, Sports facilities",Yes,No,83,145742,$51M annually,Yes,ABET,"Sports, Clubs, Hackathons",Yes,India,Alumni_34,English
148,College_148,"Tokyo, Japan",266,Private,Artificial Intelligence,328,54,607,1568,97,6.9,3.01,53170,Yes,"December 31, 2024",1 years,28,314,13:1,Medium,Medium,"Libraries, Sports fields",No,Yes,90,80732,$23M annually,Yes,None,"Clubs, Music",No,USA,Alumni_69,French
149,College_149,"London, UK",261,Public,Mechanical Design,300,68,779,1364,94,6.3,3.21,46684,Yes,"December 17, 2024",1 years,70,324,14:1,Medium,Weak,"Recreational Centers, Labs",Yes,Yes,71,82210,$25M annually,Yes,None,"Sports, Clubs, Hackathons",No,USA,Alumni_56,Japanese
150,College_150,"Mumbai, India",35,Private,Artificial Intelligence,307,99,647,1201,114,7.9,3.67,48757,No,"December 7, 2024",1 years,14,144,6:1,Medium,Weak,"Recreational Centers, Labs",No,Yes,58,129072,$44M annually,Yes,ABET,"Sports, Clubs, Hackathons",No,India,Alumni_30,English
151,College_151,"California, USA",298,Public,Cyber Security,333,55,719,1515,117,8.1,3.18,34065,No,"December 20, 2024",4 years,32,331,19:1,Low,Weak,"Libraries, Sports fields",No,No,53,149095,$81M annually,Yes,None,"Sports, Music",No,Australia,Alumni_26,Mandarin
152,College_152,"Tokyo, Japan",34,Private,Mechanical Design,311,72,606,1227,111,7.4,3.69,10288,No,"December 7, 2024",1 years,54,471,17:1,High,Weak,"Labs, Libraries, Sports facilities",No,No,57,70014,$39M annually,Yes,None,"Clubs, Music",Yes,Australia,Alumni_61,Hindi
153,College_153,"London, UK",171,Private,Machine Learning,331,87,664,1496,88,6.4,3.62,42199,Yes,"December 4, 2024",2 years,89,261,9:1,High,Weak,"Recreational Centers, Labs",No,Yes,86,91466,$13M annually,No,None,"Clubs, Music",No,Germany,Alumni_33,English
154,College_154,"Sydney, Australia",281,Public,Mechanical Design,308,52,776,1323,83,6.0,3.41,20585,Yes,"December 27, 2024",3 years,35,324,9:1,Medium,Medium,"Recreational Centers, Labs",Yes,No,100,90382,$18M annually,No,ABET,"Sports, Clubs, Hackathons",Yes,India,Alumni_25,Japanese
155,College_155,"California, USA",297,Public,Artificial Intelligence,313,68,678,1504,94,8.9,3.49,32620,Yes,"December 18, 2024",3 years,26,52,8:1,Medium,Strong,"Labs, Libraries, Sports facilities",Yes,No,57,62110,$96M annually,Yes,ABET,"Clubs, Music",No,India,Alumni_53,Mandarin
156,College_156,"London, UK",110,Public,Machine Learning,338,85,778,1596,104,7.1,3.17,11999,Yes,"December 29, 2024",4 years,32,228,18:1,Medium,Strong,"Dorms, Labs",No,No,75,83948,$19M annually,Yes,ABET,"Sports, Music",No,Japan,Alumni_15,Hindi
157,College_157,"Tokyo, Japan",86,Public,Robotics,294,62,683,1234,118,8.5,2.96,17785,No,"December 31, 2024",2 years,19,369,10:1,Medium,Weak,"Recreational Centers, Labs",Yes,No,89,61048,$85M annually,Yes,None,"Sports, Music",No,India,Alumni_43,French
158,College_158,"Mumbai, India",223,Public,Artificial Intelligence,334,71,774,1268,96,7.7,2.96,21296,No,"December 15, 2024",4 years,10,201,14:1,Medium,Strong,"Dorms, Labs",Yes,No,69,99754,$10M annually,Yes,ABET,"Sports, Music",Yes,Germany,Alumni_54,German
159,College_159,"Tokyo, Japan",244,Public,Mechanical Design,321,65,625,1568,94,8.1,3.23,34477,Yes,"December 19, 2024",1 years,82,359,9:1,High,Weak,"Recreational Centers, Labs",No,No,63,72824,$35M annually,Yes,ABET,"Clubs, Music",Yes,Japan,Alumni_10,Mandarin
160,College_160,"London, UK",138,Public,Mechanical Design,327,68,615,1232,91,6.9,3.49,59632,Yes,"December 20, 2024",1 years,32,150,16:1,High,Strong,"Labs, Libraries, Sports facilities",Yes,Yes,67,107307,$60M annually,Yes,ABET,"Clubs, Music",No,UK,Alumni_32,German
161,College_161,"Sydney, Australia",89,Public,Robotics,296,92,743,1287,108,7.9,3.78,26275,Yes,"December 7, 2024",1 years,69,435,17:1,Medium,Weak,"Recreational Centers, Labs",No,No,72,129726,$86M annually,Yes,None,"Sports, Music",Yes,Germany,Alumni_5,Hindi
162,College_162,"Tokyo, Japan",181,Public,Mechanical Design,305,52,699,1292,88,8.2,2.65,25328,No,"December 19, 2024",4 years,40,494,5:1,High,Medium,"Libraries, Sports fields",Yes,No,50,118210,$87M annually,Yes,ABET,"Sports, Clubs, Hackathons",Yes,Australia,Alumni_23,Hindi
163,College_163,"Sydney, Australia",222,Public,Machine Learning,318,87,681,1217,100,6.2,3.54,53381,Yes,"December 22, 2024",2 years,83,136,5:1,Low,Weak,"Recreational Centers, Labs",Yes,No,52,90249,$86M annually,No,ABET,"Sports, Music",No,India,Alumni_18,Hindi
164,College_164,"Tokyo, Japan",247,Public,Data Science,331,86,663,1215,86,6.6,3.82,29890,Yes,"December 7, 2024",1 years,12,302,20:1,High,Strong,"Dorms, Labs",No,Yes,75,90578,$24M annually,No,ABET,"Clubs, Music",Yes,Japan,Alumni_85,Hindi
165,College_165,"Mumbai, India",190,Private,Artificial Intelligence,292,98,692,1575,108,8.4,2.67,41156,Yes,"December 4, 2024",1 years,77,131,10:1,Medium,Weak,"Recreational Centers, Labs",Yes,No,89,62735,$44M annually,No,None,"Sports, Music",Yes,Japan,Alumni_48,French
166,College_166,"London, UK",187,Private,Cyber Security,332,92,631,1245,99,6.4,3.75,25640,No,"December 27, 2024",1 years,76,68,16:1,High,Weak,"Libraries, Sports fields",Yes,Yes,89,118208,$65M annually,No,None,"Sports, Clubs, Hackathons",Yes,Australia,Alumni_77,Japanese
167,College_167,"London, UK",255,Public,Artificial Intelligence,302,73,763,1400,87,7.0,3.54,52566,No,"December 8, 2024",3 years,64,356,19:1,High,Strong,"Labs, Libraries, Sports facilities",Yes,Yes,71,90450,$89M annually,Yes,None,"Sports, Clubs, Hackathons",Yes,USA,Alumni_86,German
168,College_168,"Tokyo, Japan",251,Public,Robotics,313,70,705,1278,96,8.7,3.24,46944,Yes,"December 25, 2024",1 years,54,52,13:1,Medium,Weak,"Labs, Libraries, Sports facilities",No,Yes,68,147730,$80M annually,Yes,None,"Sports, Clubs, Hackathons",Yes,Australia,Alumni_61,Hindi
169,College_169,"London, UK",14,Private,Artificial Intelligence,314,78,644,1469,92,8.5,3.92,27671,Yes,"December 23, 2024",4 years,20,50,9:1,Medium,Strong,"Recreational Centers, Labs",Yes,No,78,106894,$47M annually,No,None,"Sports, Clubs, Hackathons",No,USA,Alumni_17,Hindi
170,College_170,"London, UK",188,Public,Mechanical Design,303,54,641,1262,99,6.8,3.46,27622,No,"December 5, 2024",2 years,35,399,8:1,Low,Strong,"Labs, Libraries, Sports facilities",Yes,No,74,59180,$13M annually,No,ABET,"Clubs, Music",No,UK,Alumni_62,English
171,College_171,"California, USA",186,Private,Machine Learning,325,100,627,1275,84,7.0,3.31,55881,No,"December 21, 2024",2 years,29,348,12:1,High,Medium,"Labs, Libraries, Sports facilities",Yes,No,97,51105,$35M annually,Yes,None,"Sports, Clubs, Hackathons",No,Germany,Alumni_96,French
